model_name,N_predict,model_used,initial_evaluation_success_rate,predictive_evaluation_success_rate,brier_score,accuracy,fpr,fnr,tpr,tnr
/model_progression/progressionmodel_2M_880000,200,Measurement_Layout_AAIO,0.66,0.55,0.14536459487297917,0.765,0.22,0.015,0.535,0.23
/model_progression/progressionmodel_2M_920000,200,Measurement_Layout_AAIO,0.64,0.57,0.1637438600697416,0.74,0.215,0.045,0.525,0.215
/model_progression/progressionmodel_2M_960000,200,Measurement_Layout_AAIO,0.67,0.6,0.15704973981547543,0.75,0.2,0.05,0.55,0.2
/model_progression/progressionmodel_2M_1000000,200,Measurement_Layout_AAIO,0.68,0.58,0.15947145222079123,0.755,0.21,0.035,0.545,0.21
/model_progression/progressionmodel_2M_1040000,200,Measurement_Layout_AAIO,0.71,0.565,0.17356340854457805,0.7150000000000001,0.26,0.025,0.54,0.175
/model_progression/progressionmodel_2M_1080000,200,Measurement_Layout_AAIO,0.73,0.585,0.17183477303036682,0.7150000000000001,0.27,0.015,0.57,0.145
/model_progression/progressionmodel_2M_1120000,200,Measurement_Layout_AAIO,0.7,0.55,0.18598162439672433,0.685,0.3,0.015,0.535,0.15
/model_progression/progressionmodel_2M_1160000,200,Measurement_Layout_AAIO,0.64,0.57,0.1507463188194112,0.745,0.225,0.03,0.54,0.205
/model_progression/progressionmodel_2M_1200000,200,Measurement_Layout_AAIO,0.74,0.635,0.152246129696471,0.765,0.19,0.045,0.59,0.175
/model_progression/progressionmodel_2M_1240000,200,Measurement_Layout_AAIO,0.77,0.655,0.16262194157398138,0.745,0.24,0.015,0.64,0.105
/model_progression/progressionmodel_2M_1280000,200,Measurement_Layout_AAIO,0.65,0.545,0.16854609073951307,0.71,0.28,0.01,0.535,0.175
/model_progression/progressionmodel_2M_1320000,200,Measurement_Layout_AAIO,0.78,0.625,0.19662634685645775,0.69,0.285,0.025,0.6,0.09
/model_progression/progressionmodel_2M_1360000,200,Measurement_Layout_AAIO,0.72,0.565,0.1922693299000311,0.7,0.295,0.005,0.56,0.14
/model_progression/progressionmodel_2M_1400000,200,Measurement_Layout_AAIO,0.65,0.535,0.16494939450258073,0.74,0.24,0.02,0.515,0.225
/model_progression/progressionmodel_2M_1440000,200,Measurement_Layout_AAIO,0.76,0.655,0.14389814024489886,0.775,0.195,0.03,0.625,0.15
/model_progression/progressionmodel_2M_1480000,200,Measurement_Layout_AAIO,0.71,0.65,0.1420430191611989,0.775,0.19,0.035,0.615,0.16
/model_progression/progressionmodel_2M_1520000,200,Measurement_Layout_AAIO,0.7,0.68,0.13464575021697867,0.81,0.15,0.04,0.64,0.17
/model_progression/progressionmodel_2M_1560000,200,Measurement_Layout_AAIO,0.7,0.61,0.1516984403788932,0.76,0.2,0.04,0.57,0.19
/model_progression/progressionmodel_2M_1600000,200,Measurement_Layout_AAIO,0.75,0.625,0.15547483946774165,0.765,0.215,0.02,0.605,0.16
/model_progression/progressionmodel_2M_1640000,200,Measurement_Layout_AAIO,0.79,0.7,0.13671632478719,0.8,0.18,0.02,0.68,0.12
/model_progression/progressionmodel_2M_1680000,200,Measurement_Layout_AAIO,0.67,0.625,0.14938898489306213,0.78,0.185,0.035,0.59,0.19
/model_progression/progressionmodel_2M_1720000,200,Measurement_Layout_AAIO,0.72,0.645,0.14792464805890052,0.775,0.2,0.025,0.62,0.155
/model_progression/progressionmodel_2M_1760000,200,Measurement_Layout_AAIO,0.72,0.63,0.14796395552984873,0.78,0.195,0.025,0.605,0.175
/model_progression/progressionmodel_2M_1800000,200,Measurement_Layout_AAIO,0.72,0.62,0.14268935338237143,0.79,0.19,0.02,0.6,0.19
/model_progression/progressionmodel_2M_1840000,200,Measurement_Layout_AAIO,0.77,0.67,0.13311419615596573,0.8,0.175,0.025,0.645,0.155
/model_progression/progressionmodel_2M_1880000,200,Measurement_Layout_AAIO,0.68,0.65,0.14581365712495858,0.785,0.175,0.04,0.61,0.175
/model_progression/progressionmodel_2M_1920000,200,Measurement_Layout_AAIO,0.75,0.71,0.11925073944131975,0.815,0.16,0.025,0.685,0.13
/model_progression/progressionmodel_2M_1960000,200,Measurement_Layout_AAIO,0.74,0.69,0.12456277182752308,0.8049999999999999,0.165,0.03,0.66,0.145
/model_progression/progressionmodel_2M_2000000,200,Measurement_Layout_AAIO,0.7,0.645,0.14165341399738665,0.78,0.2,0.02,0.625,0.155
